order_id,order_date,item_code,quantity,customer_code,staff_id
ODR001216,26/06/2024,PRD0015,1,11943,234
ODR001216,26/06/2024,PRD0065,6,11943,234
ODR001216,26/06/2024,PRD0008,1,11943,234
ODR001216,26/06/2024,PRD0127,1,11943,234
ODR001216,26/06/2024,PRD0088,1,11943,234
ODR001216,26/06/2024,PRD0077,1,11943,234
ODR001217,27/06/2024,PRD0041,1,11944,288
ODR001217,27/06/2024,PRD0011,1,11944,288
ODR001217,27/06/2024,PRD0071,1,11944,288
ODR001217,27/06/2024,PRD0114,6,11944,288
ODR001217,27/06/2024,PRD0008,1,11944,288
ODR001217,27/06/2024,PRD0025,6,11944,288
ODR001218,27/06/2024,PRD0001,2,11945,293
ODR001219,28/06/2024,PRD0045,2,11776,288
ODR001219,28/06/2024,PRD0113,2,11776,288
ODR001219,28/06/2024,PRD0106,1,11776,288
ODR001219,28/06/2024,PRD0117,1,11776,288
ODR001220,28/06/2024,PRD0040,1,11570,234
ODR001220,28/06/2024,PRD0113,1,11570,234
ODR001220,28/06/2024,PRD0036,2,11570,234
ODR001220,28/06/2024,PRD0039,1,11570,234
ODR001220,28/06/2024,PRD0117,1,11570,234
ODR001221,28/06/2024,PRD0109,2,11946,280
ODR001222,28/06/2024,PRD0035,1,11266,293
ODR001222,28/06/2024,PRD0100,1,11266,293
ODR001222,28/06/2024,PRD0045,1,11266,293
ODR001222,28/06/2024,PRD0113,1,11266,293
ODR001222,28/06/2024,PRD0088,1,11266,293
ODR001223,28/06/2024,PRD0001,2,11266,293
ODR001224,28/06/2024,PRD0107,1,11947,293
ODR001224,28/06/2024,PRD0001,1,11947,293
ODR001225,28/06/2024,PRD0113,1,11948,293
ODR001225,28/06/2024,PRD0041,1,11948,293
ODR001225,28/06/2024,PRD0007,1,11948,293
ODR001226,28/06/2024,PRD0001,1,11949,293
ODR001227,28/06/2024,PRD0039,2,11205,174
ODR001227,28/06/2024,PRD0035,1,11205,174
ODR001227,28/06/2024,PRD0100,1,11205,174
ODR001228,28/06/2024,PRD0030,3,11950,122
ODR001228,28/06/2024,PRD0001,1,11950,122
ODR001228,28/06/2024,PRD0040,1,11950,122
ODR001228,28/06/2024,PRD0044,1,11950,122
ODR001228,28/06/2024,PRD0041,2,11950,122
ODR001228,28/06/2024,PRD0113,1,11950,122
ODR001229,28/06/2024,PRD0043,1,11362,122
ODR001230,28/06/2024,PRD0045,1,11951,174
ODR001231,28/06/2024,PRD0123,1,11952,228
ODR001231,28/06/2024,PRD0011,1,11952,228
ODR001231,28/06/2024,PRD0114,6,11952,228
ODR001231,28/06/2024,PRD0029,1,11952,228
ODR001231,28/06/2024,PRD0067,3,11952,228
ODR001231,28/06/2024,PRD0115,6,11952,228
ODR001231,28/06/2024,PRD0008,1,11952,228
ODR001232,28/06/2024,PRD0001,1,11953,228
ODR001233,28/06/2024,PRD0011,1,11954,234
ODR001233,28/06/2024,PRD0041,1,11954,234
ODR001233,28/06/2024,PRD0008,1,11954,234
ODR001233,28/06/2024,PRD0020,1,11954,234
ODR001234,29/06/2024,PRD0051,1,11955,295
ODR001234,29/06/2024,PRD0006,1,11955,295
ODR001235,29/06/2024,PRD0002,1,11489,288
ODR001235,29/06/2024,PRD0042,1,11489,288
ODR001235,29/06/2024,PRD0054,1,11489,288
ODR001236,29/06/2024,PRD0041,2,11837,35
ODR001236,29/06/2024,PRD0015,1,11837,35
ODR001236,29/06/2024,PRD0030,1,11837,35
ODR001236,29/06/2024,PRD0001,1,11837,35
ODR001236,29/06/2024,PRD0040,1,11837,35
ODR001236,29/06/2024,PRD0044,1,11837,35
ODR001236,29/06/2024,PRD0003,1,11837,35
ODR001237,29/06/2024,PRD0001,1,11956,234
ODR001237,29/06/2024,PRD0113,1,11956,234
ODR001237,29/06/2024,PRD0021,1,11956,234
ODR001237,29/06/2024,PRD0094,1,11956,234
ODR001237,29/06/2024,PRD0124,1,11956,234
ODR001237,29/06/2024,PRD0115,6,11956,234
ODR001238,29/06/2024,PRD0041,2,11957,35
ODR001239,28/06/2024,PRD0113,1,11958,280
ODR001239,28/06/2024,PRD0068,1,11958,280
ODR001238,29/06/2024,PRD0030,1,11957,35
ODR001238,29/06/2024,PRD0044,1,11957,35
ODR001238,29/06/2024,PRD0040,1,11957,35
ODR001238,29/06/2024,PRD0001,1,11957,35
ODR001238,29/06/2024,PRD0015,1,11957,35
ODR001238,29/06/2024,PRD0113,2,11957,35
ODR001238,29/06/2024,PRD0088,2,11957,35
ODR001238,29/06/2024,PRD0011,1,11957,35
ODR001238,29/06/2024,PRD0114,6,11957,35
ODR001238,29/06/2024,PRD0071,1,11957,35
ODR001238,29/06/2024,PRD0115,6,11957,35
ODR001238,29/06/2024,PRD0008,1,11957,35
ODR001240,29/06/2024,PRD0001,1,11956,234
ODR001240,29/06/2024,PRD0113,1,11956,234
ODR001240,29/06/2024,PRD0021,1,11956,234
ODR001240,29/06/2024,PRD0094,1,11956,234
ODR001240,29/06/2024,PRD0124,1,11956,234
ODR001240,29/06/2024,PRD0115,6,11956,234
ODR001241,29/06/2024,PRD0001,1,11956,234
ODR001241,29/06/2024,PRD0113,1,11956,234
ODR001241,29/06/2024,PRD0021,1,11956,234
ODR001241,29/06/2024,PRD0094,1,11956,234
ODR001242,29/06/2024,PRD0113,1,11959,232
ODR001242,29/06/2024,PRD0088,1,11959,232
ODR001243,01/07/2024,PRD0128,1,11107,35
ODR001243,01/07/2024,PRD0124,1,11107,35
ODR001243,01/07/2024,PRD0129,1,11107,35
ODR001244,01/07/2024,PRD0002,1,11960,293
ODR001244,01/07/2024,PRD0015,1,11960,293
ODR001244,01/07/2024,PRD0001,1,11960,293
ODR001245,03/07/2024,PRD0040,1,11242,234
ODR001245,03/07/2024,PRD0002,1,11242,234
ODR001245,03/07/2024,PRD0001,1,11242,234
ODR001245,03/07/2024,PRD0030,1,11242,234
ODR001245,03/07/2024,PRD0113,1,11242,234
ODR001245,03/07/2024,PRD0041,2,11242,234
ODR001245,03/07/2024,PRD0051,1,11242,234
ODR001246,03/07/2024,PRD0127,1,11961,234
ODR001246,03/07/2024,PRD0008,1,11961,234
ODR001246,03/07/2024,PRD0065,3,11961,234
ODR001246,03/07/2024,PRD0045,1,11961,234
ODR001247,04/07/2024,PRD0001,1,11962,280
ODR001248,04/07/2024,PRD0001,1,11963,174
ODR001249,05/07/2024,PRD0001,1,11716,234
ODR001249,05/07/2024,PRD0023,1,11716,234
ODR001249,05/07/2024,PRD0115,6,11716,234
ODR001249,05/07/2024,PRD0130,4,11716,234
ODR001249,05/07/2024,PRD0062,1,11716,234
ODR001249,05/07/2024,PRD0008,1,11716,234
ODR001250,05/07/2024,PRD0044,2,11964,174
ODR001251,05/07/2024,PRD0114,1,11965,295
ODR001251,05/07/2024,PRD0114,1,11965,295
ODR001251,05/07/2024,PRD0114,1,11965,295
ODR001251,05/07/2024,PRD0114,1,11965,295
ODR001251,05/07/2024,PRD0114,1,11965,295
ODR001251,05/07/2024,PRD0114,1,11965,295
ODR001251,05/07/2024,PRD0071,1,11965,295
ODR001251,05/07/2024,PRD0115,1,11965,295
ODR001251,05/07/2024,PRD0115,1,11965,295
ODR001251,05/07/2024,PRD0115,1,11965,295
ODR001251,05/07/2024,PRD0115,1,11965,295
ODR001251,05/07/2024,PRD0115,1,11965,295
ODR001251,05/07/2024,PRD0115,1,11965,295
ODR001251,05/07/2024,PRD0008,1,11965,295
ODR001252,05/07/2024,PRD0001,1,11966,280
ODR001253,05/07/2024,PRD0021,1,11361,280
ODR001254,06/07/2024,PRD0023,1,11836,234
ODR001254,06/07/2024,PRD0115,6,11836,234
ODR001254,06/07/2024,PRD0130,4,11836,234
ODR001254,06/07/2024,PRD0062,1,11836,234
ODR001254,06/07/2024,PRD0008,1,11836,234
ODR001254,06/07/2024,PRD0131,1,11836,234
ODR001254,06/07/2024,PRD0051,1,11836,234
ODR001254,06/07/2024,PRD0032,1,11836,234
ODR001255,06/07/2024,PRD0001,2,11967,228
ODR001256,06/07/2024,PRD0132,2,11968,228
ODR001250,05/07/2024,PRD0013,1,11964,174
ODR001257,06/07/2024,PRD0051,1,11969,280
ODR001257,06/07/2024,PRD0011,1,11969,280
ODR001256,06/07/2024,PRD0040,1,11968,228
ODR001256,06/07/2024,PRD0133,1,11968,228
ODR001258,06/07/2024,PRD0063,1,11970,228
ODR001259,07/07/2024,PRD0133,1,11489,288
ODR001259,07/07/2024,PRD0128,1,11489,288
ODR001259,07/07/2024,PRD0124,1,11489,288
ODR001259,07/07/2024,PRD0129,2,11489,288
ODR001260,07/07/2024,PRD0045,1,11149,288
ODR001261,07/07/2024,PRD0041,2,11971,280
ODR001261,07/07/2024,PRD0037,1,11971,280
ODR001262,07/07/2024,PRD0032,1,11028,280
ODR001263,07/07/2024,PRD0021,1,11972,228
ODR001264,07/07/2024,PRD0037,1,11973,280
ODR001264,07/07/2024,PRD0038,1,11973,280
ODR001264,07/07/2024,PRD0001,1,11973,280
ODR001264,07/07/2024,PRD0040,1,11973,280
ODR001264,07/07/2024,PRD0030,1,11973,280
ODR001264,07/07/2024,PRD0044,1,11973,280
ODR001264,07/07/2024,PRD0041,1,11973,280
ODR001264,07/07/2024,PRD0011,1,11973,280
ODR001264,07/07/2024,PRD0114,6,11973,280
ODR001264,07/07/2024,PRD0029,1,11973,280
ODR001264,07/07/2024,PRD0115,6,11973,280
ODR001265,07/07/2024,PRD0008,2,11974,234
ODR001265,07/07/2024,PRD0088,1,11974,234
ODR001264,07/07/2024,PRD0008,1,11973,280
ODR001266,07/07/2024,PRD0045,2,11974,234
ODR001266,07/07/2024,PRD0065,6,11974,234
ODR001266,07/07/2024,PRD0127,2,11974,234
ODR001266,07/07/2024,PRD0008,2,11974,234
ODR001267,08/07/2024,PRD0087,1,11975,123
ODR001267,08/07/2024,PRD0065,2,11975,123
ODR001268,08/07/2024,PRD0041,4,11976,35
ODR001268,08/07/2024,PRD0030,2,11976,35
ODR001268,08/07/2024,PRD0015,2,11976,35
ODR001268,08/07/2024,PRD0044,2,11976,35
ODR001268,08/07/2024,PRD0040,2,11976,35
ODR001268,08/07/2024,PRD0001,2,11976,35
ODR001268,08/07/2024,PRD0123,1,11976,35
ODR001268,08/07/2024,PRD0011,1,11976,35
ODR001268,08/07/2024,PRD0114,6,11976,35
ODR001268,08/07/2024,PRD0071,1,11976,35
ODR001268,08/07/2024,PRD0115,6,11976,35
ODR001268,08/07/2024,PRD0008,1,11976,35
ODR001269,08/07/2024,PRD0009,1,11977,234
ODR001270,09/07/2024,PRD0113,1,11752,122
ODR001270,09/07/2024,PRD0068,1,11752,122
ODR001271,10/07/2024,PRD0001,1,11978,228
ODR001272,10/07/2024,PRD0102,1,11979,228
ODR001273,07/07/2024,PRD0001,2,11980,293
ODR001274,08/07/2024,PRD0133,1,11981,288
ODR001274,08/07/2024,PRD0128,1,11981,288
ODR001274,08/07/2024,PRD0129,1,11981,288
ODR001274,08/07/2024,PRD0011,1,11981,288
ODR001274,08/07/2024,PRD0008,1,11981,288
ODR001274,08/07/2024,PRD0071,1,11981,288
ODR001274,08/07/2024,PRD0114,6,11981,288
ODR001274,08/07/2024,PRD0115,6,11981,288
ODR001275,08/07/2024,PRD0113,1,11982,174
ODR001275,08/07/2024,PRD0088,1,11982,174
ODR001276,08/07/2024,PRD0001,2,11983,293
ODR001277,09/07/2024,PRD0132,1,11308,293
ODR001278,09/07/2024,PRD0001,1,11984,293
ODR001272,10/07/2024,PRD0011,1,11979,228
ODR001272,10/07/2024,PRD0114,6,11979,228
ODR001272,10/07/2024,PRD0029,1,11979,228
ODR001272,10/07/2024,PRD0115,6,11979,228
ODR001272,10/07/2024,PRD0008,1,11979,228
ODR001279,10/07/2024,PRD0113,1,11985,228
ODR001280,10/07/2024,PRD0001,1,11107,35
ODR001281,11/07/2024,PRD0001,1,11986,296
ODR001281,11/07/2024,PRD0011,1,11986,296
ODR001281,11/07/2024,PRD0114,6,11986,296
ODR001281,11/07/2024,PRD0115,6,11986,296
ODR001281,11/07/2024,PRD0071,1,11986,296
ODR001279,10/07/2024,PRD0041,1,11985,228
ODR001279,10/07/2024,PRD0011,1,11985,228
ODR001279,10/07/2024,PRD0114,6,11985,228
ODR001279,10/07/2024,PRD0029,1,11985,228
ODR001279,10/07/2024,PRD0115,6,11985,228
ODR001279,10/07/2024,PRD0008,1,11985,228
ODR001282,10/07/2024,PRD0113,1,11987,35
ODR001281,11/07/2024,PRD0008,1,11986,296
ODR001283,10/07/2024,PRD0030,1,11988,288
ODR001283,10/07/2024,PRD0023,1,11988,288
ODR001284,11/07/2024,PRD0035,1,11357,234
ODR001284,11/07/2024,PRD0003,1,11357,234
ODR001284,11/07/2024,PRD0113,1,11357,234
ODR001285,11/07/2024,PRD0001,1,11989,228
ODR001286,12/07/2024,PRD0059,1,11990,122
ODR001286,12/07/2024,PRD0011,1,11990,122
ODR001286,12/07/2024,PRD0114,6,11990,122
ODR001286,12/07/2024,PRD0029,1,11990,122
ODR001286,12/07/2024,PRD0115,6,11990,122
ODR001286,12/07/2024,PRD0008,1,11990,122
ODR001287,12/07/2024,PRD0063,1,11991,292
ODR001288,12/07/2024,PRD0001,2,11992,280
ODR001288,12/07/2024,PRD0009,1,11992,280
ODR001289,12/07/2024,PRD0041,1,11993,35
ODR001289,12/07/2024,PRD0041,1,11993,35
ODR001289,12/07/2024,PRD0015,1,11993,35
ODR001283,10/07/2024,PRD0115,6,11988,288
ODR001283,10/07/2024,PRD0008,1,11988,288
ODR001283,10/07/2024,PRD0130,4,11988,288
ODR001283,10/07/2024,PRD0064,1,11988,288
ODR001290,11/07/2024,PRD0015,1,11994,234
ODR001290,11/07/2024,PRD0045,1,11994,234
ODR001290,11/07/2024,PRD0011,1,11994,234
ODR001290,11/07/2024,PRD0114,6,11994,234
ODR001290,11/07/2024,PRD0118,6,11994,234
ODR001290,11/07/2024,PRD0008,1,11994,234
ODR001290,11/07/2024,PRD0029,1,11994,234
ODR001287,12/07/2024,PRD0011,1,11991,292
ODR001289,12/07/2024,PRD0001,1,11993,35
ODR001289,12/07/2024,PRD0001,1,11993,35
ODR001289,12/07/2024,PRD0030,1,11993,35
ODR001289,12/07/2024,PRD0030,1,11993,35
ODR001289,12/07/2024,PRD0040,1,11993,35
ODR001289,12/07/2024,PRD0044,1,11993,35
ODR001291,12/07/2024,PRD0113,1,11743,35
ODR001291,12/07/2024,PRD0023,1,11743,35
ODR001291,12/07/2024,PRD0115,6,11743,35
ODR001291,12/07/2024,PRD0008,1,11743,35
ODR001291,12/07/2024,PRD0130,4,11743,35
ODR001291,12/07/2024,PRD0064,1,11743,35
ODR001292,13/07/2024,PRD0021,2,11366,122
ODR001292,13/07/2024,PRD0035,1,11366,122
ODR001287,12/07/2024,PRD0114,1,11991,292
ODR001287,12/07/2024,PRD0114,1,11991,292
ODR001287,12/07/2024,PRD0114,1,11991,292
ODR001287,12/07/2024,PRD0114,1,11991,292
ODR001287,12/07/2024,PRD0114,1,11991,292
ODR001287,12/07/2024,PRD0114,1,11991,292
ODR001287,12/07/2024,PRD0115,1,11991,292
ODR001287,12/07/2024,PRD0115,1,11991,292
ODR001287,12/07/2024,PRD0115,1,11991,292
ODR001287,12/07/2024,PRD0115,1,11991,292
ODR001287,12/07/2024,PRD0115,1,11991,292
ODR001287,12/07/2024,PRD0115,1,11991,292
ODR001287,12/07/2024,PRD0008,1,11991,292
ODR001287,12/07/2024,PRD0071,1,11991,292
ODR001293,12/07/2024,PRD0045,1,11995,234
ODR001294,12/07/2024,PRD0023,1,11995,234
ODR001294,12/07/2024,PRD0008,6,11995,234
ODR001294,12/07/2024,PRD0064,1,11995,234
ODR001294,12/07/2024,PRD0130,4,11995,234
ODR001294,12/07/2024,PRD0118,6,11995,234
ODR001294,12/07/2024,PRD0045,1,11995,234
ODR001292,13/07/2024,PRD0054,1,11366,122
ODR001292,13/07/2024,PRD0099,1,11366,122
ODR001292,13/07/2024,PRD0022,1,11366,122
ODR001292,13/07/2024,PRD0087,1,11366,122
ODR001292,13/07/2024,PRD0113,5,11366,122
ODR001295,12/07/2024,PRD0001,2,11996,174
ODR001295,12/07/2024,PRD0011,1,11996,174
ODR001295,12/07/2024,PRD0029,1,11996,174
ODR001295,12/07/2024,PRD0008,1,11996,174
ODR001295,12/07/2024,PRD0114,6,11996,174
ODR001295,12/07/2024,PRD0115,6,11996,174
ODR001296,12/07/2024,PRD0021,1,11393,293
ODR001296,12/07/2024,PRD0133,1,11393,293
ODR001296,12/07/2024,PRD0053,1,11393,293
ODR001296,12/07/2024,PRD0129,1,11393,293
ODR001296,12/07/2024,PRD0128,1,11393,293
ODR001297,12/07/2024,PRD0001,2,11997,293
ODR001292,13/07/2024,PRD0088,6,11366,122
ODR001298,13/07/2024,PRD0037,1,11876,35
ODR001299,13/07/2024,PRD0051,1,11624,35
ODR001299,13/07/2024,PRD0006,1,11624,35
ODR001300,13/07/2024,PRD0133,1,11998,288
ODR001300,13/07/2024,PRD0129,1,11998,288
ODR001300,13/07/2024,PRD0128,1,11998,288
ODR001300,13/07/2024,PRD0113,1,11998,288
ODR001301,13/07/2024,PRD0009,1,11705,293
ODR001302,14/07/2024,PRD0042,1,11999,228
ODR001302,14/07/2024,PRD0011,1,11999,228
ODR001302,14/07/2024,PRD0114,6,11999,228
ODR001302,14/07/2024,PRD0029,1,11999,228
ODR001302,14/07/2024,PRD0127,6,11999,228
ODR001303,14/07/2024,PRD0055,1,11985,228
ODR001303,14/07/2024,PRD0133,1,11985,228
ODR001303,14/07/2024,PRD0129,1,11985,228
ODR001303,14/07/2024,PRD0128,1,11985,228
ODR001303,14/07/2024,PRD0023,1,11985,228
ODR001303,14/07/2024,PRD0064,1,11985,228
ODR001303,14/07/2024,PRD0115,6,11985,228
ODR001303,14/07/2024,PRD0008,1,11985,228
ODR001303,14/07/2024,PRD0130,4,11985,228
ODR001304,14/07/2024,PRD0132,1,12000,228
ODR001305,14/07/2024,PRD0015,1,12001,293
ODR001305,14/07/2024,PRD0002,1,12001,293
ODR001305,14/07/2024,PRD0001,1,12001,293
ODR001305,14/07/2024,PRD0009,1,12001,293
ODR001305,14/07/2024,PRD0011,1,12001,293
ODR001305,14/07/2024,PRD0114,6,12001,293
ODR001305,14/07/2024,PRD0115,6,12001,293
ODR001305,14/07/2024,PRD0008,1,12001,293
ODR001305,14/07/2024,PRD0029,1,12001,293
ODR001306,14/07/2024,PRD0021,1,12002,293
ODR001306,14/07/2024,PRD0045,1,12002,293
ODR001306,14/07/2024,PRD0011,1,12002,293
ODR001306,14/07/2024,PRD0114,6,12002,293
ODR001306,14/07/2024,PRD0008,1,12002,293
ODR001306,14/07/2024,PRD0115,6,12002,293
ODR001306,14/07/2024,PRD0029,1,12002,293
ODR001307,14/07/2024,PRD0040,1,11826,228
ODR001307,14/07/2024,PRD0023,1,11826,228
ODR001307,14/07/2024,PRD0064,1,11826,228
ODR001307,14/07/2024,PRD0115,6,11826,228
ODR001307,14/07/2024,PRD0008,1,11826,228
ODR001307,14/07/2024,PRD0130,4,11826,228
ODR001308,14/07/2024,PRD0040,1,11826,228
ODR001308,14/07/2024,PRD0013,1,11826,228
ODR001308,14/07/2024,PRD0023,1,11826,228
ODR001308,14/07/2024,PRD0115,6,11826,228
ODR001308,14/07/2024,PRD0008,1,11826,228
ODR001308,14/07/2024,PRD0130,4,11826,228
ODR001308,14/07/2024,PRD0064,1,11826,228
ODR001309,14/07/2024,PRD0045,1,11805,288
ODR001309,14/07/2024,PRD0023,1,11805,288
ODR001309,14/07/2024,PRD0115,6,11805,288
ODR001309,14/07/2024,PRD0008,1,11805,288
ODR001309,14/07/2024,PRD0130,4,11805,288
ODR001309,14/07/2024,PRD0064,1,11805,288
ODR001310,14/07/2024,PRD0001,1,11251,293
ODR001310,14/07/2024,PRD0035,1,11251,293
ODR001310,14/07/2024,PRD0052,1,11251,293
ODR001310,14/07/2024,PRD0015,1,11251,293
ODR001310,14/07/2024,PRD0051,1,11251,293
ODR001310,14/07/2024,PRD0133,2,11251,293
ODR001310,14/07/2024,PRD0128,2,11251,293
ODR001310,14/07/2024,PRD0129,3,11251,293
ODR001310,14/07/2024,PRD0124,1,11251,293
ODR001311,14/07/2024,PRD0001,1,11424,280
ODR001311,14/07/2024,PRD0113,1,11424,280
ODR001312,14/07/2024,PRD0001,1,12003,122
ODR001313,14/07/2024,PRD0045,1,12004,293
ODR001313,14/07/2024,PRD0011,1,12004,293
ODR001313,14/07/2024,PRD0114,6,12004,293
ODR001313,14/07/2024,PRD0115,6,12004,293
ODR001313,14/07/2024,PRD0008,1,12004,293
ODR001313,14/07/2024,PRD0029,1,12004,293
ODR001314,14/07/2024,PRD0001,1,12005,293
ODR001315,15/07/2024,PRD0001,1,12006,280
ODR001315,15/07/2024,PRD0015,1,12006,280
ODR001315,15/07/2024,PRD0002,1,12006,280
ODR001315,15/07/2024,PRD0033,1,12006,280
ODR001315,15/07/2024,PRD0021,1,12006,280
ODR001316,15/07/2024,PRD0001,1,12007,228
ODR001317,15/07/2024,PRD0001,1,12008,228
ODR001318,16/07/2024,PRD0027,1,12009,174
ODR001318,16/07/2024,PRD0012,1,12009,174
ODR001319,16/07/2024,PRD0001,1,12010,228
ODR001320,17/07/2024,PRD0045,1,12011,288
ODR001321,18/07/2024,PRD0001,1,12012,280
ODR001322,18/07/2024,PRD0043,2,12013,280
ODR001322,18/07/2024,PRD0011,1,12013,280
ODR001323,18/07/2024,PRD0013,1,11170,296
ODR001323,18/07/2024,PRD0039,1,11170,296
ODR001324,19/07/2024,PRD0039,1,11362,122
ODR001325,19/07/2024,PRD0037,1,12014,122
ODR001325,19/07/2024,PRD0083,2,12014,122
ODR001325,19/07/2024,PRD0011,1,12014,122
ODR001325,19/07/2024,PRD0114,6,12014,122
ODR001325,19/07/2024,PRD0071,1,12014,122
ODR001325,19/07/2024,PRD0115,3,12014,122
ODR001325,19/07/2024,PRD0008,1,12014,122
ODR001326,19/07/2024,PRD0039,1,11160,122
ODR001326,19/07/2024,PRD0003,1,11160,122
ODR001326,19/07/2024,PRD0035,1,11160,122
ODR001326,19/07/2024,PRD0012,1,11160,122
ODR001326,19/07/2024,PRD0087,2,11160,122
ODR001326,19/07/2024,PRD0099,2,11160,122
ODR001326,19/07/2024,PRD0088,2,11160,122
ODR001326,19/07/2024,PRD0022,2,11160,122
ODR001326,19/07/2024,PRD0133,1,11160,122
ODR001326,19/07/2024,PRD0128,1,11160,122
ODR001326,19/07/2024,PRD0124,1,11160,122
ODR001326,19/07/2024,PRD0134,6,11160,122
ODR001327,19/07/2024,PRD0063,1,11655,295
ODR001328,19/07/2024,PRD0001,2,12015,174
ODR001329,20/07/2024,PRD0102,1,12016,234
ODR001329,20/07/2024,PRD0135,1,12016,234
ODR001330,19/07/2024,PRD0001,1,12017,228
ODR001331,19/07/2024,PRD0083,1,12018,280
ODR001332,19/07/2024,PRD0113,2,12019,280
ODR001329,20/07/2024,PRD0113,1,12016,234
ODR001333,20/07/2024,PRD0045,1,12020,174
ODR001333,20/07/2024,PRD0001,1,12020,174
ODR001334,20/07/2024,PRD0074,1,12021,295
ODR001335,20/07/2024,PRD0133,1,12022,293
ODR001335,20/07/2024,PRD0129,1,12022,293
ODR001335,20/07/2024,PRD0128,1,12022,293
ODR001335,20/07/2024,PRD0011,1,12022,293
ODR001335,20/07/2024,PRD0029,1,12022,293
ODR001335,20/07/2024,PRD0115,6,12022,293
ODR001335,20/07/2024,PRD0114,6,12022,293
ODR001335,20/07/2024,PRD0008,1,12022,293
ODR001336,20/07/2024,PRD0002,1,12023,288
ODR001336,20/07/2024,PRD0015,1,12023,288
ODR001336,20/07/2024,PRD0009,1,12023,288
ODR001336,20/07/2024,PRD0011,1,12023,288
ODR001336,20/07/2024,PRD0115,6,12023,288
ODR001336,20/07/2024,PRD0008,1,12023,288
ODR001336,20/07/2024,PRD0071,1,12023,288
ODR001336,20/07/2024,PRD0114,6,12023,288
ODR001337,20/07/2024,PRD0063,1,11085,35
ODR001338,20/07/2024,PRD0063,1,11054,35
ODR001338,20/07/2024,PRD0015,1,11054,35
ODR001339,20/07/2024,PRD0001,1,12024,228
ODR001340,20/07/2024,PRD0015,1,12025,35
ODR001340,20/07/2024,PRD0044,1,12025,35
ODR001340,20/07/2024,PRD0040,1,12025,35
ODR001340,20/07/2024,PRD0030,1,12025,35
ODR001340,20/07/2024,PRD0001,1,12025,35
ODR001340,20/07/2024,PRD0041,1,12025,35
ODR001340,20/07/2024,PRD0041,1,12025,35
ODR001340,20/07/2024,PRD0036,1,12025,35
ODR001340,20/07/2024,PRD0036,1,12025,35
ODR001341,20/07/2024,PRD0040,1,11062,35
ODR001341,20/07/2024,PRD0001,1,11062,35
ODR001342,20/07/2024,PRD0044,1,11791,280
ODR001343,21/07/2024,PRD0030,1,12014,122
ODR001343,21/07/2024,PRD0040,1,12014,122
ODR001343,21/07/2024,PRD0001,1,12014,122
ODR001343,21/07/2024,PRD0044,1,12014,122
ODR001343,21/07/2024,PRD0041,1,12014,122
ODR001343,21/07/2024,PRD0023,1,12014,122
ODR001343,21/07/2024,PRD0008,1,12014,122
ODR001343,21/07/2024,PRD0064,1,12014,122
ODR001343,21/07/2024,PRD0130,4,12014,122
ODR001344,21/07/2024,PRD0045,1,12026,234
ODR001344,21/07/2024,PRD0011,1,12026,234
ODR001344,21/07/2024,PRD0008,1,12026,234
ODR001344,21/07/2024,PRD0114,6,12026,234
ODR001345,21/07/2024,PRD0040,2,11977,234
ODR001345,21/07/2024,PRD0001,2,11977,234
ODR001345,21/07/2024,PRD0030,1,11977,234
ODR001345,21/07/2024,PRD0015,1,11977,234
ODR001345,21/07/2024,PRD0002,1,11977,234
ODR001345,21/07/2024,PRD0009,1,11977,234
ODR001345,21/07/2024,PRD0032,1,11977,234
ODR001346,21/07/2024,PRD0001,2,11727,293
ODR001346,21/07/2024,PRD0011,1,11727,293
ODR001346,21/07/2024,PRD0008,1,11727,293
ODR001346,21/07/2024,PRD0064,1,11727,293
ODR001346,21/07/2024,PRD0130,4,11727,293
ODR001346,21/07/2024,PRD0115,6,11727,293
ODR001347,21/07/2024,PRD0001,1,12027,280
ODR001348,21/07/2024,PRD0001,2,12028,174
ODR001349,21/07/2024,PRD0001,1,12027,280
ODR001350,22/07/2024,PRD0052,1,11819,174
ODR001350,22/07/2024,PRD0044,1,11819,174
ODR001350,22/07/2024,PRD0023,1,11819,174
ODR001350,22/07/2024,PRD0064,1,11819,174
ODR001350,22/07/2024,PRD0130,4,11819,174
ODR001350,22/07/2024,PRD0115,6,11819,174
ODR001350,22/07/2024,PRD0008,1,11819,174
ODR001351,22/07/2024,PRD0032,1,11617,293
ODR001351,22/07/2024,PRD0001,1,11617,293
ODR001352,22/07/2024,PRD0001,1,12029,174
ODR001353,23/07/2024,PRD0129,1,12030,292
ODR001354,24/07/2024,PRD0045,1,12031,234
ODR001354,24/07/2024,PRD0065,3,12031,234
ODR001354,24/07/2024,PRD0127,1,12031,234
ODR001354,24/07/2024,PRD0008,1,12031,234
ODR001355,24/07/2024,PRD0001,1,12032,228
ODR001356,25/07/2024,PRD0040,1,12033,296
ODR001357,25/07/2024,PRD0051,1,11736,35
ODR001357,25/07/2024,PRD0006,1,11736,35
ODR001357,25/07/2024,PRD0023,1,11736,35
ODR001357,25/07/2024,PRD0130,4,11736,35
ODR001357,25/07/2024,PRD0115,6,11736,35
ODR001357,25/07/2024,PRD0008,1,11736,35
ODR001357,25/07/2024,PRD0064,1,11736,35
ODR001358,25/07/2024,PRD0001,2,11881,280
ODR001359,25/07/2024,PRD0021,1,12034,228
ODR001360,25/07/2024,PRD0001,2,12035,174
ODR001361,20/07/2024,PRD0102,1,12016,234
